STATUS,AGENDA_DATE,ITEM_NUMBER,REQUEST_TYPE,POSTING_LANGUAGE,LEAD_DEPT,SUB-DEPTS,TAGS,ATTACHMENTS,ITEM_TYPE,CURRENT_STATUS,CURRENT_STATUS_UPDATED,PERSONAL_TAG
Closed,08/12/2020 12:00:00 AM,011,Resolution,"Approve a resolution establishing the contract with the voters for the active
transportation general obligation bonds to be considered by the voters in
November of 2020.",Transportation and Public Works,,Transportation,https://www.austintexas.gov/department/city-council/2020/20200812-reg.htm#011,Item,,,"[""SERVICES""]"
Closed,09/26/2024 12:00:00 AM,072,Resolution,"Approve a resolution directing the City Manager to identify funding to keep the
Marshalling Yard Emergency Shelter (Marshalling Yard) open to serve individuals
experiencing homelessness until an alternative emergency shelter is identified
and operational, and improve the rate of exits from the Marshalling Yard to
permanent housing.",Homeless Strategy Office,,Homelessness,https://www.austintexas.gov/department/city-council/2024/20240926-reg.htm#072,Item,Memo has been uploaded and sent for final official distribution.,10/17/2025 04:32:46 PM,
Closed,09/26/2024 12:00:00 AM,074,Resolution,"Approve a resolution directing the City Manager to develop a revision to the
ARPA Spending Framework to identify $920,000 to support the Homelessness
Engagement Assistance Response Team and bring the proposed revision to the City
Council for approval at the October 10, 2024, Council meeting.",Financial Services,,,https://www.austintexas.gov/department/city-council/2024/20240926-reg.htm#074,Item,,,
Closed,10/10/2024 12:00:00 AM,026,Resolution,"Approve a resolution directing the City Manager to identify and define
leadership roles and responsibilities, as well as work with co-partners, to
implement the Austin/Travis County Food Plan (Plan) including funding now and in
the next fiscal year, and identify and prioritize Plan strategies to address
racial inequities, displacement, food insecurity, food workers, and emergency
preparedness.",Office of Climate Action & Resilience,,,https://www.austintexas.gov/department/city-council/2024/20241010-reg.htm#026,Item,"Responsive memo sent to Council on March 13, 2025.",06/12/2025 02:15:00 PM,
Closed,10/10/2024 12:00:00 AM,071,Resolution,"Approve a resolution requesting a study and recommendations related to
regulating noise pollution created by machinery.",Development Services Department,,,https://www.austintexas.gov/department/city-council/2024/20241010-reg.htm#071,Item,"The final staff response was sent to ACM for review on Friday, July 11, 2025.",07/24/2025 04:11:32 PM,
Closed,10/24/2024 12:00:00 AM,044,Resolution,"Approve a resolution to bestow the honorary name of Officer Justin Putnam Drive
on a portion of Mellow Meadow Drive.",Transportation and Public Works,,,https://www.austintexas.gov/department/city-council/2024/20241024-reg.htm#044,Item,"The honorary street name signs were installed on December 10, 2024, in
coordination with CM Kellt in District 6.",02/19/2025 09:31:14 PM,
Closed,11/07/2024 12:00:00 AM,033,Resolution,"Approve a resolution naming the staff bullpen and first-floor kitchen of Austin
City Hall in honor of and tribute to Kay and Joe Guedea.",Financial Services,,,https://www.austintexas.gov/department/city-council/2024/20241107-reg.htm#033,Item,,,
Closed,11/07/2024 12:00:00 AM,034,Resolution,"Approve a resolution to develop a pilot program for implementing a budget and
framework for allocation of discretionary Council Member District Service Funds
for use by Council offices to implement various projects within their districts
to begin in the Fiscal Year 2025-2026 Budget.",Financial Services,,,https://www.austintexas.gov/department/city-council/2024/20241107-reg.htm#034,Item,,,
Closed,12/12/2024 12:00:00 AM,067,Resolution,"Approve a resolution concerning the lease of an affordable multi-use creative
space located at the  Austin Permitting and Development Center to the Austin
Economic Development Corporation d/b/a Rally Austin and its advancement of its
use of the creative space, including possible waiver of fees and expenses; and
review of Rally Austin’s operational model and potential future City funding.",Financial Services,Financial Services,,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#067,Item,"City staff from Financial Services, Law, Economic Development, Building
Services, and Transportation/Public Works continue to have productive meetings
with Rally Austin and have reached resolution on many key provisions including
rent, operating expenses, access to loading and trash, tenant improvements, and
business operation feasibility for the space. Lease Finalization is expected
mid-April with a recommendation for City Council’s consideration to follow.",03/14/2025 07:12:02 PM,
Closed,12/12/2024 12:00:00 AM,068,Resolution,"Approve a resolution initiating rezoning for the development known as Whisper
Valley planned unit development, comprised of 2,066 acres, more or less, and
generally located east of FM 973 and approximately 782 feet north of the
intersection of FM 969 and Taylor Lane to amend conditions of zoning, including
exemption from or waiver of fees, alternative funding methods, modifications of
City regulations, and acquisition of property.",Planning,,,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#068,Item,"Resolution No. 20241212-068 initiated a rezoning application for the Whisper
Valley Planned Unit Development (PUD) to change the conditions of zoning. Staff
processed and reviewed the requested rezoning application and City Council
approved the proposed rezoning on April 24, 2025, with the adoption of Ordinance
No. 20250424-083. The City-initiated rezoning is therefore complete.",07/31/2025 07:49:26 PM,
Closed,12/12/2024 12:00:00 AM,138,Resolution,"Approve a resolution directing the City Manager to propose options and make
recommendations to create programs for and allow digital transit-oriented and
bikeshare signage along transit lines and corridors; to modify relocation
requirements for nonconforming signs, including non-conforming off-premise
commercial advertising signs; and to allow for off-premise commercial
advertising in the City’s public right-of-way.",Transportation and Public Works,Development Services Department,,https://www.austintexas.gov/department/city-council/2024/20241212-reg.htm#138,Item,"On March 12, 2025, a memo was sent to Mayor and Council with staff response to
Resolution No. 20241212-138.",03/20/2025 02:40:42 PM,
Closed,01/30/2025 12:00:00 AM,083,Resolution,"Approve a resolution directing the City Manager to explore sustainable funding
sources, partnerships, and opportunities to prioritize ongoing investments in
the homelessness response system.",Homeless Strategy Office,,Homelessness,https://www.austintexas.gov/department/city-council/2025/20250130-reg.htm#083,Item,"A memo was distributed to Mayor and Council on June 25, 2025, with staff
response to Resolution 20250130-083 regarding prioritizing ongoing investmens in
the homelessness response system.",07/07/2025 05:17:10 PM,
